name,globalChannel_fastfood,globalChannel_other,rating,pc4,level_zip,dv
Cut Throat Barber Brunch & Bar,0,1,4.5,1012,2,OPERATIONAL
Snackfactory B.V.,0,1,3.3,5022,1707,OPERATIONAL
't Wapen van Emmen,0,1,4.2,7811,2920,OPERATIONAL
Lalarookh,0,1,4.4,3991,1291,OPERATIONAL
Fong Shou,0,1,4.0,8331,3171,OPERATIONAL
Pause at Pulitzer,0,1,4.5,1016,6,OPERATIONAL
De Engel,0,1,4.6,3012,837,CLOSED_PERMANENTLY
Eethuis Smaak,0,1,4.1,3511,1088,OPERATIONAL
Snackpoint De Vliet,0,1,3.7,3262,990,OPERATIONAL
Italiaans Restaurant Minerva,0,1,3.8,6041,2178,OPERATIONAL
Lunar Bar Amsterdam,0,0,4.0,1017,7,OPERATIONAL
Nieuw Atoom,0,1,4.4,3082,893,OPERATIONAL
Frenchie Café,0,1,4.4,3512,1089,OPERATIONAL
Lewinkel,0,1,4.8,8601,3348,CLOSED_PERMANENTLY
de Fliere Fluiter,0,1,4.263829223017799,3244,977,OPERATIONAL
Argentijns Grillrestaurant Fierro,0,1,4.1,1187,111,OPERATIONAL
The Hen House,0,1,3.8,4811,1634,CLOSED_PERMANENTLY
MultiVlaai,1,0,4.7,2291,576,OPERATIONAL
Dijkgraaf-Reinders B.V.,1,0,4.4,7324,2684,OPERATIONAL
Cafe de Vijf,0,0,4.3,6741,2480,OPERATIONAL
Schnitzelparadijs Noordwijk,0,1,3.3,2202,531,CLOSED_PERMANENTLY
De Bok,0,1,4.7,2513,646,OPERATIONAL
Café Cafetaria 't Trefpunt,0,0,4.0,9406,3718,OPERATIONAL
Chinees Restaurant Taiwan,0,1,3.9,8011,3031,OPERATIONAL
Grieks Restaurant Olive Zutphen,0,1,4.3,7201,2637,OPERATIONAL
Mamma d'Italia,0,1,4.1,4791,1629,OPERATIONAL
Cafetaria De Bennekel,0,0,4.5,5654,2011,CLOSED_PERMANENTLY
Op Hete Coolen,0,1,4.3,3012,837,CLOSED_PERMANENTLY
IJssalon Vorst,0,1,4.7,3583,1127,OPERATIONAL
Coffeeshop Dreadlock & Jetset,0,0,4.4,6511,2359,OPERATIONAL
Emmy Indonesisch Specialiteiten Eethuis,0,1,4.6,6521,2362,OPERATIONAL
Paviljoen Openluchttheater,0,1,4.6,2061,486,OPERATIONAL
Achter de kerk,0,1,4.3,4201,1375,OPERATIONAL
Union Latin Lounge,0,0,4.3,3572,1123,OPERATIONAL
KFC Den Haag Leyweg,0,1,3.4,2545,665,OPERATIONAL
Stads-Koffyhuis,0,1,4.4,2611,698,OPERATIONAL
Grumpies,0,1,4.2,3151,930,CLOSED_PERMANENTLY
Het Burgerhuys,0,1,4.4,5061,1730,OPERATIONAL
Café-Restaurant Smit,0,1,4.1,8355,3188,OPERATIONAL
Karma Drink & M'eat Me,0,1,5.0,7411,2716,OPERATIONAL
't Kaar,0,1,3.9,6191,2249,OPERATIONAL
Hayashi de Sushi & Teppanyaki,0,1,4.2,3731,1172,OPERATIONAL
Cultura,0,0,4.3,1619,282,OPERATIONAL
Pizzeria Piramide,0,0,3.7,1394,189,OPERATIONAL
Bickers aan de Werf,0,1,4.7,1013,3,OPERATIONAL
Olympia,0,1,4.5,5961,2134,OPERATIONAL
Fellows & Friends,0,0,4.6,5461,1930,OPERATIONAL
Lunchroom De Piccolo,0,1,4.3,6371,2318,OPERATIONAL
Bakkerij De Jong Oosterhout,0,1,4.3,4901,1681,OPERATIONAL
Café Bruintje,0,0,4.5,1811,395,OPERATIONAL
Lunchroom 't Paviljoen Roosendaal,0,1,4.5,4701,1594,OPERATIONAL
Lanterna,0,1,4.5,5911,2111,OPERATIONAL
Eetcafé De Swaen,0,1,4.3,4841,1655,OPERATIONAL
DASlekker,0,1,4.7,1079,59,CLOSED_PERMANENTLY
Chicoleo Boulevard Noordwijk,0,1,3.3,2202,531,CLOSED_PERMANENTLY
Bief & Burgers,0,1,4.3,2142,509,OPERATIONAL
Oant moarn café,0,0,4.5,8807,3435,OPERATIONAL
GÅRD Taste Scandinavian Amsterdam,0,1,3.8,1101,73,CLOSED_TEMPORARILY
Indiaas Vegetarisch Restaurant Sri Ganesh,0,1,3.7,5612,1983,OPERATIONAL
Clubs & Subs Lunch,0,1,4.1,2289,575,CLOSED_PERMANENTLY
Broodjeszaak Bufkes Panningen,0,1,4.4,5981,2144,OPERATIONAL
Rob Cafe Couriers,0,0,4.9,2153,514,OPERATIONAL
Grand Café ‘t Filmhuys,0,1,3.8,3811,1208,CLOSED_PERMANENTLY
Het Smulhuis Reusel,0,1,4.3,5541,1966,OPERATIONAL
The Souk,0,1,4.1,6522,2363,CLOSED_PERMANENTLY
Cafetaria D'n Dijk,0,0,4.1,5221,1787,OPERATIONAL
Plate Restaurant Waasdorp,0,1,3.9,1976,459,OPERATIONAL
XL Lounge,0,1,4.3,3016,841,OPERATIONAL
ShortGolf Berkelland,0,1,4.3,7151,2631,OPERATIONAL
Café Vue Grandige,0,0,4.4,1211,115,OPERATIONAL
Sasa Lounge,0,1,4.3,4611,1562,CLOSED_PERMANENTLY
Echte Bakker Timmer,0,1,4.2,1791,388,OPERATIONAL
Café-Petit Restaurant Het Wapen van Ankeveen,0,1,4.4,1244,129,OPERATIONAL
Me & Mrs Jones,0,1,4.3,4331,1436,CLOSED_PERMANENTLY
Smakelijk Eten en Drinken,0,1,4.7,3131,915,OPERATIONAL
Eetcafé Steen,0,1,4.7,4765,1623,CLOSED_PERMANENTLY
Grandcafe De Heineken Hoek,0,1,3.8,1017,7,CLOSED_PERMANENTLY
De Noord Veluwe (Fou Yung),0,1,4.1,8091,3072,OPERATIONAL
Biljart Dartcafé Janssen & Janssen,0,0,4.5,6566,2385,OPERATIONAL
Stichting de Onthaasting,0,1,4.5,3811,1208,OPERATIONAL
Iris,0,1,4.8,5611,1982,CLOSED_PERMANENTLY
Hullie in Uden,0,1,4.4,5406,1901,OPERATIONAL
BroodExpress,0,1,4.0,3083,894,OPERATIONAL
Petit Restaurant De Driesprong,0,1,4.2,9679,3880,OPERATIONAL
Boulangerie 1072,0,1,4.4,1072,52,CLOSED_PERMANENTLY
Eetcafe De Wal,0,1,3.7,4561,1542,OPERATIONAL
Restaurant Rimini Zandvoort,0,1,4.1,2041,483,OPERATIONAL
Café & Zalencentrum Hartjes,0,0,4.4,7011,2576,OPERATIONAL
Şerifoğlu Café & Patisserie,0,0,4.1,1063,44,OPERATIONAL
't Pleintje,0,0,4.4,4711,1603,OPERATIONAL
Snackbar \'Danny\' V.O.F.,0,1,4.4,1815,399,OPERATIONAL
Chocolaterie Frans Stols,1,0,4.7,6411,2322,CLOSED_PERMANENTLY
't Wold,0,1,4.3,7961,3016,OPERATIONAL
Belicio-Cheatday BV,0,1,4.2,3012,837,OPERATIONAL
Eddy's Bar,0,0,4.3,2562,675,OPERATIONAL
Daily Wok,0,1,4.8,3012,837,CLOSED_PERMANENTLY
Slagroom Eten & Drinken,0,1,4.2,5038,1714,OPERATIONAL
Grillroom Marhaba-Brunssum,0,1,4.2,6443,2341,OPERATIONAL
Grand Café‚ 't Bergsch Backhuys B.V.,0,1,4.2,4931,1695,OPERATIONAL
Dancing Cheeese,0,0,4.085146853146845,1811,395,CLOSED_PERMANENTLY
La Touche,0,0,4.4,7241,2661,OPERATIONAL
Character Catering,0,1,4.8,2242,547,OPERATIONAL
Café de Pepel,0,0,4.4,6215,2255,OPERATIONAL
l'Angolo Espresso & Panini,0,0,4.8,3233,970,CLOSED_PERMANENTLY
Vishandel Atlantische Oceaan.,0,1,4.1,3074,886,OPERATIONAL
café-restaurant Popken Hollander,0,1,4.0,9467,3767,OPERATIONAL
BRASILBINKIE RODIZIO ROTTERDAM,0,1,4.0,3012,837,OPERATIONAL
Cafetaria De Vaart,0,0,4.3,6171,2245,OPERATIONAL
Café 't Pandje,0,1,4.4,1111,82,OPERATIONAL
Echte bakker Jan Swaanen,0,1,4.5,5081,1737,OPERATIONAL
Le Café Hathor,0,1,4.2,2514,647,OPERATIONAL
Rembrandt Corner,0,1,4.1,1011,1,OPERATIONAL
Restaurant Santorini,0,1,4.4,5461,1930,OPERATIONAL
Bonjour deli Plaza,0,1,5.0,2411,623,OPERATIONAL
Landhuis in de stad,0,1,4.4,3533,1103,OPERATIONAL
Restaurant Bureau,0,1,4.0,1066,47,CLOSED_TEMPORARILY
Fruitbar Sis,0,1,4.3,8911,3480,CLOSED_PERMANENTLY
Stockholm,0,1,4.1,3011,836,OPERATIONAL
Alma Lusa Restaurant,0,1,4.5,3063,876,OPERATIONAL
Het Walhalla,0,0,4.7,5612,1983,OPERATIONAL
Sluys 6,0,1,4.4,5741,2056,OPERATIONAL
Joe Mann Paviljoen,0,1,4.2,5681,2027,OPERATIONAL
Keyzer Palace Oisterwijk,0,1,3.4,5062,1731,CLOSED_PERMANENTLY
Chateau Gilbert,0,1,3.0,6363,2314,OPERATIONAL
jazzcafé Alto,0,0,4.6,9712,3896,CLOSED_PERMANENTLY
Snackbar Van Weel,0,1,4.2,6511,2359,OPERATIONAL
Cafe 't Straötsje,0,0,4.8,6221,2260,OPERATIONAL
Westerkaatje Noord,0,1,4.4,3036,856,OPERATIONAL
Coevorden,0,1,3.9,7741,2885,OPERATIONAL
Wijnhuis de Blauwe Camer,0,1,4.7,4901,1681,OPERATIONAL
Douwe Egberts Cafe,0,0,4.3,3511,1088,OPERATIONAL
Zuyver samen eten & drinken,0,1,4.6,3761,1188,OPERATIONAL
Havencafé Bovendiep,0,0,4.4,1095,69,OPERATIONAL
Sushi Asian Boulevard,0,1,4.2,5022,1707,OPERATIONAL
Eetcafé De Rijncantine,0,1,4.3,1079,59,OPERATIONAL
Vyne,0,1,4.1,1016,6,CLOSED_PERMANENTLY
Grieks Mediterraans restaurant Ammos,0,1,4.4,3311,1007,OPERATIONAL
Lunchsalon Appie,0,1,4.3,2671,724,OPERATIONAL
BP,0,0,3.8,1081,60,OPERATIONAL
Restaurant Sophie,0,1,4.4,2244,549,OPERATIONAL
MISO SUSHI PLAZA,0,1,4.4,3012,837,OPERATIONAL
Heerencompagnie B.V.,0,1,4.3,9654,3864,OPERATIONAL
Cafetaria Ut Schinkemenke,0,0,4.9,5911,2111,CLOSED_PERMANENTLY
Restaurant Hafenstube,0,1,4.3,6124,2221,OPERATIONAL
De Frietbandiet,0,1,4.6,2104,495,OPERATIONAL
LUNCHCAFE DE BROODERIE,0,1,4.6,5501,1946,CLOSED_PERMANENTLY
WappaZ,0,1,4.2,1014,4,CLOSED_PERMANENTLY
Familierestaurant De Clown,0,1,3.9,5595,1981,OPERATIONAL
Kwalitaria,0,1,4.2,6721,2476,OPERATIONAL
Marques Espresso Lunchroom IJssalon,0,1,4.6,3051,867,OPERATIONAL
Snackbar Koster,0,1,4.5,7771,2896,OPERATIONAL
Gotink Catering B.V.,1,0,4.3,7418,2723,OPERATIONAL
Frietexpress,0,1,5.0,5725,2051,OPERATIONAL
Gasterij 't Koetshuis,0,0,3.7,5375,1882,CLOSED_PERMANENTLY
Coffeeshop Rotterdamse Hallen,0,0,4.085146853146845,3044,863,CLOSED_PERMANENTLY
Clubkoffie,0,1,4.5,1091,65,CLOSED_PERMANENTLY
Japans restaurant Kaneda,0,1,4.2,2012,465,OPERATIONAL
Wijnbar diVino,0,1,4.3,1015,5,OPERATIONAL
Asian Delight Groenekan,0,1,4.4,3737,1176,OPERATIONAL
De Pastorie Roermond,0,1,4.3,6041,2178,OPERATIONAL
Cafetaria 't Pandje,0,1,4.7,4031,1315,OPERATIONAL
Eethuys 1883,0,1,4.3,1981,460,OPERATIONAL
Broodcafé Jaap,0,0,4.5,3311,1007,OPERATIONAL
Eetcounter Koning Bedum,0,1,4.5,9781,3938,OPERATIONAL
Café Marktzicht B.V.,0,0,4.8,7255,2666,CLOSED_PERMANENTLY
Songda Food to Go,0,1,3.4,6511,2359,CLOSED_PERMANENTLY
Dans Domein Drenth Wolvega,0,0,3.0,8471,3274,CLOSED_PERMANENTLY
Het Streeperkruis,0,0,4.2,6371,2318,OPERATIONAL
Doppio Espresso Assen,0,1,4.3,9401,3713,OPERATIONAL
Het Wapen van Zoetermeer,0,1,4.4,2723,747,OPERATIONAL
Restaurant OX,0,1,4.6,2341,595,CLOSED_PERMANENTLY
World Relishment,0,1,4.2,2353,600,OPERATIONAL
Mex2go,0,1,4.3,3522,1094,CLOSED_PERMANENTLY
El Greco,0,1,4.5,4204,1378,OPERATIONAL
Café 't Wilde Zwijn,0,0,4.4,6599,2405,OPERATIONAL
Switie Afhaalrestaurant,0,1,4.4,6901,2523,OPERATIONAL
Barista Café Zeist,0,0,4.3,3701,1158,OPERATIONAL
Schep Partyservice Recreatie de Batuwe,0,1,4.6,3412,1051,OPERATIONAL
Cafetaria Kokkie,0,1,4.3,7204,2640,OPERATIONAL
Sumo,0,1,4.0,6511,2359,OPERATIONAL
Rå - økologisk salatbar,0,1,4.7,9712,3896,OPERATIONAL
Lieve Vrouwe,0,1,4.0,5401,1896,CLOSED_PERMANENTLY
Cafetaria T Bels Voske,0,0,4.1,5038,1714,OPERATIONAL
Cafetaria Frankie Den Haag,0,0,4.2,2571,680,OPERATIONAL
Restaurant Jiorgos,0,1,4.8,1621,283,CLOSED_PERMANENTLY
KLEIJNE,0,1,4.6,4835,1650,OPERATIONAL
De Muizenval,0,0,4.085146853146845,1742,353,CLOSED_PERMANENTLY
De Ruimte,0,0,4.6,1031,18,OPERATIONAL
De Koperen Pot,0,1,4.7,1811,395,OPERATIONAL
Hent's Café,0,0,4.3,6685,2455,OPERATIONAL
Bobbi’s Bar,0,1,4.2,4811,1634,OPERATIONAL
Café Cuba,0,0,4.2,1011,1,OPERATIONAL
Restaurant Vermaat,0,1,3.5,6525,2366,OPERATIONAL
Issa,0,1,3.7,1076,56,CLOSED_PERMANENTLY
IKEA,0,1,4.2,2031,476,OPERATIONAL
Condor City Western Events,0,1,4.3,2544,664,CLOSED_PERMANENTLY
Bosbad Zwinderen,0,1,4.3,7864,2954,OPERATIONAL
Park Plaza Victoria Restaurant,0,1,4.3,1012,2,CLOSED_PERMANENTLY
De Heeren Van Aemstel,0,0,4.1,1017,7,OPERATIONAL
Miru Sushi & Grill,0,1,4.4,5341,1855,OPERATIONAL
Bruxelles,0,0,4.1,4811,1634,OPERATIONAL
Grand Café Zeezicht,0,1,4.3,8881,3467,OPERATIONAL
't Kelderke,0,0,4.3,6245,2274,OPERATIONAL
"Café Restaurant, Slijterij Heijdemann",0,1,4.4,7581,2804,OPERATIONAL
Snackpoint Caddy's,0,1,4.2,6191,2249,OPERATIONAL
Thuis bij Inge,0,1,4.1,6531,2367,CLOSED_PERMANENTLY
Snackbar Tussen de Vaarten,0,1,3.9,1328,158,OPERATIONAL
Croquetten Boutique,0,1,4.6,3511,1088,OPERATIONAL
Spikizi Bar,0,0,4.8,3012,837,OPERATIONAL
Vlaamse Hoek,0,1,4.1,1811,395,OPERATIONAL
Brasserie Nul76,0,1,4.3,4811,1634,OPERATIONAL
Lekker eten en drinken tuitjenhorn,0,1,4.4,1747,356,OPERATIONAL
Bar Brutal,0,0,4.3,6221,2260,OPERATIONAL
Appie Happie,0,1,5.0,7912,2982,OPERATIONAL
ZanziBar,0,1,4.2,4331,1436,OPERATIONAL
Gelateria Talamini,0,0,4.2,7511,2763,OPERATIONAL
"Nefeli Deli (Greek Lunch, incl. Vegan)",0,0,5.0,2511,644,OPERATIONAL
Aan tafel bij Jan,0,1,4.6,6621,2418,OPERATIONAL
Sibelicious,0,1,5.0,4817,1640,OPERATIONAL
Warung Mirosso,0,1,4.5,3074,886,OPERATIONAL
Restaurant Danyel,0,1,4.7,6212,2252,OPERATIONAL
Eetcafé Amon Bergambacht,0,1,3.5,2861,779,OPERATIONAL
Biessels CAFE,0,1,4.3,6511,2359,OPERATIONAL
Winebar Brut Renesse,0,1,4.5,4325,1432,OPERATIONAL
Eetcafe de Stelle,0,1,3.9,3251,982,OPERATIONAL
De Witte Gans,0,1,4.6,7722,2876,OPERATIONAL
Dell'Italia Restaurant & Kookstudio,0,1,4.6,3701,1158,OPERATIONAL
Coffeelicious,0,1,4.6,3311,1007,OPERATIONAL
La Spezia Beachburger,0,1,4.2,4506,1515,OPERATIONAL
Florizz Ridderlijk Eetcafé,0,1,4.3,3331,1018,OPERATIONAL
Japanese Don Dining KOUNOSUKE,0,1,4.7,3511,1088,OPERATIONAL
Tiffin lunch or any light meal,0,1,4.5,6512,2360,OPERATIONAL
Burgerz,0,1,4.0,2515,648,OPERATIONAL
Taverne Lambieck,0,1,4.7,6287,2294,OPERATIONAL
Restaurant – ijssalon de Boeter,0,1,4.3,9974,4045,OPERATIONAL
Gezondigd,0,0,4.5,1013,3,OPERATIONAL
Grand Café Puur,0,1,4.3,5038,1714,OPERATIONAL
Come eat,0,1,4.4,2355,601,OPERATIONAL
Amigo Ranch,0,1,4.0,9642,3857,OPERATIONAL
De nieuwe melkfabriek,0,1,4.3,8581,3344,CLOSED_PERMANENTLY
Sterrebosch,0,1,4.3,6602,2407,OPERATIONAL
RESTAURANT DE KEIZER,0,1,4.2,7411,2716,OPERATIONAL
De Olijfboom,0,1,4.4,2993,833,OPERATIONAL
Restaurant Onder de Linde,0,1,4.6,2201,530,OPERATIONAL
De Uitvreter,0,1,4.9,1016,6,CLOSED_PERMANENTLY
Lunchroom Snackbar 't Luifeltje,0,1,4.4,9411,3722,OPERATIONAL
Café/snackbar 't Wapen Van Herkingen,0,1,4.5,3249,981,OPERATIONAL
Columbus Koffie Thee & Kookwinkel,0,0,4.6,6701,2459,OPERATIONAL
Eetcafe Zaal 't Veerhuis,0,1,4.3,5854,2100,OPERATIONAL
Coffeehof,0,0,3.8,5461,1930,CLOSED_PERMANENTLY
Restaurant La Rusticana,0,1,4.6,6811,2483,OPERATIONAL
Kwalitaria en Route,0,1,3.9,3443,1068,OPERATIONAL
Restaurant Peper & Zout,0,1,4.3,4331,1436,CLOSED_PERMANENTLY
Lunchroom Het Monument,0,1,4.3,1779,378,OPERATIONAL
Eeterij / Feesterij 't Hôfke,0,1,4.3,5423,1907,OPERATIONAL
Chinees Indisch Restaurant Walong,0,1,4.1,2582,685,OPERATIONAL
happy snack,0,1,4.4,2013,466,CLOSED_PERMANENTLY
Theetuin HannesHeerlijkHeid,0,1,4.5,3381,1043,OPERATIONAL
Patatterie 't Rul,0,1,4.4,5384,1886,OPERATIONAL
Block & Barrels,0,1,4.6,9711,3895,OPERATIONAL
Eetcafé The Jester,0,1,4.4,3111,901,OPERATIONAL
Eetcafé de Bierstal,0,1,4.5,1608,275,OPERATIONAL
Grillrestaurant El Banco,0,1,4.1,4531,1528,CLOSED_PERMANENTLY
Cafetaria De Esch Borne,0,1,4.0,7623,2829,OPERATIONAL
Restaurant Viper,0,1,3.1,7831,2933,CLOSED_PERMANENTLY
Restaurant De Roode Leeuw,0,1,4.1,1012,2,OPERATIONAL
Anko aan zee,0,1,5.0,1976,459,CLOSED_PERMANENTLY
Cafetaria De Snoek,0,0,4.7,6821,2489,OPERATIONAL
Stapas,0,1,4.6,6653,2432,CLOSED_PERMANENTLY
Aspen Valley Arnhem,0,0,3.2,6811,2483,OPERATIONAL
Saigon Snacks,0,0,2.5,5911,2111,CLOSED_PERMANENTLY
Café de Babbelaar,0,0,4.1,9761,3932,OPERATIONAL
Loods81,0,1,4.5,6269,2284,OPERATIONAL
Afhaalcentrum Warung Melatie,0,1,4.3,3023,844,OPERATIONAL
Foodbar d'STomerij,0,1,4.5,5688,2032,OPERATIONAL
De IJsselsteinse Frietzaak,0,1,4.2,3401,1045,OPERATIONAL
VENSTRA CAFÉ,0,0,4.3,1181,105,OPERATIONAL
Kin Khao,0,1,4.5,5281,1824,OPERATIONAL
Golf De Hooge Rotterdamsche,0,1,4.3,2661,721,OPERATIONAL
Restaurant De Teugel Veghel,0,1,4.1,5461,1930,CLOSED_PERMANENTLY
HANA,0,1,4.6,2986,827,OPERATIONAL
Restaurant Lunchroom l'Escalier,0,1,3.5,5611,1982,OPERATIONAL
OH MY GUTS,0,1,4.5,1506,253,OPERATIONAL
Het Vullende Buikje,0,0,4.6,8334,3174,OPERATIONAL
Ka Fou,0,1,4.4,5993,2151,CLOSED_PERMANENTLY
Joezz New York,0,1,4.3,5911,2111,CLOSED_PERMANENTLY
De Lantaern Voormalig Klooster,0,1,4.0,3438,1064,OPERATIONAL
Brood & Zo,0,0,4.085146853146845,3012,837,CLOSED_PERMANENTLY
De Kleine Prom,0,0,3.5,2586,689,CLOSED_PERMANENTLY
Barrique Wine Shop,0,0,3.7,3038,858,CLOSED_PERMANENTLY
Culicom Food Support B.V.,1,0,1.0,2153,514,CLOSED_PERMANENTLY
‘t Nije Huuske,0,1,4.7,9164,3611,OPERATIONAL
Appartementen De Viool,0,1,4.3,9164,3611,OPERATIONAL
IJgenweis eten & drinken,0,1,3.8,8426,3236,OPERATIONAL
Rivazza Maastricht bar • lunch • coffee,0,1,4.5,6229,2268,OPERATIONAL
Café Timmer,0,0,4.4,3012,837,OPERATIONAL
Chinees Specialiteitenrestaurant Jade Garden,0,1,4.1,2411,623,OPERATIONAL
De Sjans B.V.,0,1,4.1,6212,2252,OPERATIONAL
Pho 91,0,1,4.4,1072,52,OPERATIONAL
d'Anner Oele,0,1,4.4,9468,3768,OPERATIONAL
BR3AD Lunchbar,0,1,4.5,4542,1537,OPERATIONAL
Cafe Kaatje,0,0,4.3,1427,206,OPERATIONAL
"New Bali, Indonesisch restaurant",0,1,4.2,5038,1714,CLOSED_PERMANENTLY
Gastrobar KURK,0,1,4.2,1211,115,CLOSED_PERMANENTLY
Chef India,0,1,4.2,2518,651,CLOSED_PERMANENTLY
Pizzeria Dinaro,0,0,4.1,5845,2096,OPERATIONAL
Grieks restaurant Mythos,0,1,4.4,3331,1018,OPERATIONAL
Restaurant & partycentrum Klein Zwitserland,0,1,3.4,9262,3657,OPERATIONAL
Restaurant Bella Toscana,0,1,3.9,1796,393,OPERATIONAL
Grieksen Specialiteiten Zaras,0,1,4.7,2042,484,OPERATIONAL
Lunchroom-Cafetaria De Specht,0,1,4.6,7471,2752,OPERATIONAL
Chinese Vegetarian Restaurant Yuan,0,1,4.7,8232,3120,OPERATIONAL
Café Me Moeder,0,0,4.6,3262,990,OPERATIONAL
First Floor restaurant,0,1,4.1,5611,1982,OPERATIONAL
Toko Madjoe B.V.,0,1,4.6,1182,106,OPERATIONAL
Yum Yum Thai Food,0,1,4.0,1072,52,OPERATIONAL
Jasmine Asten,0,1,4.3,5721,2049,OPERATIONAL
Levantine,0,1,4.0,3531,1101,OPERATIONAL
Marres Kitchen,0,1,4.5,6211,2251,OPERATIONAL
Restaurant Toros,0,1,4.3,1068,49,OPERATIONAL
BBROOD,0,1,4.3,1098,72,OPERATIONAL
Amsterdams Broodjeshuis Groningen,0,1,4.5,9711,3895,CLOSED_PERMANENTLY
Helder eetcafe,0,1,4.4,6824,2492,CLOSED_PERMANENTLY
Hollander's Nieuwe,0,1,4.6,8936,3501,OPERATIONAL
hotspot hutspot heijprak,0,1,4.2,3089,900,CLOSED_PERMANENTLY
AnyTyme Rian,0,1,4.1,7891,2967,OPERATIONAL
Wok King's Palace,0,1,4.0,3262,990,OPERATIONAL
V.O.F. Autobedrijf D'n Bart,0,0,4.7,5386,1887,OPERATIONAL
Café Lowietje,0,0,4.6,1015,5,OPERATIONAL
Restaurant Intens,0,1,4.1,7383,2708,OPERATIONAL
Charelli,0,1,4.2,4811,1634,OPERATIONAL
Slagerij Bart Verkerk,0,0,4.5,1087,64,OPERATIONAL
Cava Barcelona,0,0,4.263829223017799,1054,35,OPERATIONAL
La Mosa,0,1,4.3,6221,2260,OPERATIONAL
Ossenstal,0,1,4.1,8161,3097,OPERATIONAL
Hatokira B.V.,0,1,4.085146853146845,7411,2716,CLOSED_PERMANENTLY
Café Cafetaria 't Olde Nest,0,1,3.3,8162,3098,CLOSED_PERMANENTLY
De Pub Rossum,0,1,4.6,5328,1850,OPERATIONAL
Cafetaria / Restaria Reintje,0,1,4.3,5525,1960,OPERATIONAL
Restaurant Eten bij Pa en Ma,0,1,4.3,7433,2735,OPERATIONAL
Het Feest Van Harry,0,0,4.2,2211,534,OPERATIONAL
the Baron,0,0,4.0,4811,1634,OPERATIONAL
The Orphanage Monnickendam,0,0,4.4,1141,95,OPERATIONAL
Foodhallen,0,1,4.5,1053,34,OPERATIONAL
Café de Kwaker,0,0,4.6,1053,34,OPERATIONAL
Restaurant De Beren Rotterdam-Zuid,0,1,3.5,3077,889,CLOSED_TEMPORARILY
Restaurant Puur,0,1,4.6,5741,2056,OPERATIONAL
Cornelis Koffietentje,0,0,4.6,3581,1125,OPERATIONAL
Roasterz,0,1,1.0,1073,53,CLOSED_PERMANENTLY
Café-Zalencentrum Concordia,0,0,4.1,1723,343,OPERATIONAL
Roll or Bowl,0,1,4.5,5656,2013,OPERATIONAL
Café 't Schelmke,0,0,3.7,4726,1610,CLOSED_PERMANENTLY
Café Melancholy,0,0,4.4,5038,1714,OPERATIONAL
De Eend,0,1,4.2,1231,126,OPERATIONAL
Lunchroom / Cafetaria ' T PAPBOERKE,0,0,4.1,4724,1608,OPERATIONAL
Ice Cream Parlor Ice Age Beekbergen,0,0,4.4,7361,2703,OPERATIONAL
Cafe The Happy Duck 2.0,0,0,4.5,2421,626,OPERATIONAL
Buiten,0,0,4.4,2586,689,OPERATIONAL
Asian Paradise,0,1,4.0,3899,1260,OPERATIONAL
Partyservice Nederland,0,1,4.7,3255,985,OPERATIONAL
Roadside Restaurant Mendel,0,1,4.1,7361,2703,OPERATIONAL
Grieks Restaurant Sirtaki,0,1,4.6,5554,1970,OPERATIONAL
Cafetaria Ratgers,0,0,4.2,7606,2819,OPERATIONAL
De Walkant,0,1,4.3,4634,1575,OPERATIONAL
Driekant Biologische Bakkerij,0,1,4.4,7201,2637,OPERATIONAL
De Chinees van Eemnes,0,1,4.2,3755,1187,OPERATIONAL
Wok King,0,1,4.0,1079,59,OPERATIONAL
Grand Café Restaurant de Troubadour,0,1,4.4,7772,2897,OPERATIONAL
Lunchroom -Eetcafé \'Plein 10\',0,1,3.8,2957,809,OPERATIONAL
Vic's broodjes2day,0,1,3.4,1382,184,OPERATIONAL
Pizzeria San Remo,0,0,4.1,9163,3610,OPERATIONAL
Café 't Eitje,0,0,4.3,1021,10,CLOSED_PERMANENTLY
Herberg Grotel's Hof V.O.F.,0,1,3.9,5761,2065,CLOSED_PERMANENTLY
De Eetkamer Hoensbroek,0,1,4.5,6431,2333,OPERATIONAL
Café-Dancing Waldeslust,0,0,4.2,6105,2210,OPERATIONAL
Mandarin Palace,0,1,4.6,2517,650,OPERATIONAL
't Oude Stadthuys,0,1,4.1,4201,1375,OPERATIONAL
Café George No.5 Zandvoort,0,1,2.7,2041,483,CLOSED_PERMANENTLY
A Gen Ing,0,1,4.3,6274,2287,OPERATIONAL
Doppio Espresso Drachten,0,0,4.3,9203,3623,OPERATIONAL
Restaurant La Coupure,0,1,4.9,1779,378,CLOSED_PERMANENTLY
Ayintap Restaurant Uden,0,1,4.4,5401,1896,OPERATIONAL
Grillroom Anatolia,0,1,4.8,9501,3792,OPERATIONAL
Restaurant & Kookstudio Nine,0,1,4.2,1082,61,OPERATIONAL
Silk Road Restaurant,0,1,4.1,1019,9,OPERATIONAL
Turtles Pizza,0,1,4.0,7521,2767,OPERATIONAL
CAFE - SLIJTERIJ J K DE GROOT,0,1,4.7,7396,2713,OPERATIONAL
Troost en Leut,0,0,4.8,4901,1681,OPERATIONAL
Family 't Centrum,0,1,4.4,9951,4026,OPERATIONAL
Herberg De Peel,0,0,4.1,5813,2079,CLOSED_PERMANENTLY
The cafeteria Bengel,0,0,4.4,5021,1706,OPERATIONAL
